policy,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Pozos,delivered_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,experiment_name,scenario,seed,duration
226,-586,-43,-174,-431,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.61,0.292,0.386,0.347,0.556,2.191,0.208,0.386,0.409,0.443,0.463,0.792,0.614,0.591,0.557,0.537,33.337,56.674,63.92,65.503,67.781,0.382,57.443,0.208,0.108,0.119,0.308,5.0,5.0,1.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
227,-574,-409,16,-592,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.618,0.53,0.025,0.234,0.784,2.191,0.211,0.7,0.026,0.3,0.653,0.789,0.3,0.974,0.7,0.347,33.764,102.83,4.098,44.264,95.598,0.378,56.111,0.026,0.37,0.379,0.398,5.0,4.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
228,-596,168,-30,-935,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.604,0.155,0.43,0.026,0.977,2.191,0.206,0.205,0.455,0.033,0.813,0.794,0.795,0.545,0.967,0.187,32.982,30.065,71.129,4.857,119.136,0.342,51.634,0.033,0.418,0.423,0.432,5.0,4.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
229,-985,-580,-275,-478,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.351,0.641,0.103,0.576,0.521,2.191,0.12,0.847,0.109,0.736,0.434,0.88,0.153,0.891,0.264,0.566,19.167,124.394,17.01,108.716,63.501,0.449,66.558,0.109,0.366,0.373,0.58,5.0,3.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
230,-977,226,-569,-831,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.356,0.117,0.818,0.341,0.559,2.191,0.121,0.155,0.867,0.436,0.465,0.879,0.845,0.133,0.564,0.535,19.451,22.751,135.363,64.398,68.177,0.409,62.028,0.121,0.358,0.352,0.651,5.0,4.0,2.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
231,-34,310,-217,0,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.969,0.063,0.644,0.268,0.248,2.191,0.33,0.083,0.682,0.343,0.206,0.67,0.917,0.318,0.657,0.794,52.942,12.158,106.528,50.648,30.216,0.329,50.498,0.083,0.335,0.325,0.14,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
232,-776,-68,-631,-689,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.487,0.308,0.667,0.303,0.427,2.191,0.166,0.407,0.707,0.387,0.355,0.834,0.593,0.293,0.613,0.645,26.589,59.827,110.401,57.154,52.01,0.404,61.196,0.166,0.229,0.224,0.541,5.0,4.0,1.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
233,-44,-72,-569,-400,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.962,0.311,0.624,0.015,0.279,2.191,0.328,0.411,0.661,0.019,0.232,0.672,0.589,0.339,0.981,0.768,52.587,60.331,103.3,2.77,34.02,0.33,50.601,0.019,0.359,0.355,0.271,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
234,-469,137,-568,-129,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.686,0.175,0.759,0.467,0.104,2.191,0.234,0.231,0.805,0.597,0.086,0.766,0.769,0.195,0.403,0.914,37.493,33.975,125.679,88.214,12.622,0.391,59.596,0.086,0.376,0.369,0.326,5.0,4.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
235,-519,-109,-118,-377,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.654,0.335,0.307,0.338,0.557,2.191,0.223,0.442,0.325,0.433,0.464,0.777,0.558,0.675,0.567,0.536,35.717,64.997,50.794,63.907,67.94,0.377,56.671,0.223,0.111,0.127,0.281,5.0,5.0,1.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
236,-591,-44,33,0,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.607,0.293,0.251,0.63,0.41,2.191,0.207,0.387,0.266,0.806,0.342,0.793,0.613,0.734,0.194,0.658,33.16,56.8,41.541,119.028,50.029,0.401,60.111,0.207,0.249,0.263,0.167,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
237,-823,-110,-245,-31,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.456,0.336,0.389,0.761,0.25,2.191,0.156,0.443,0.412,0.973,0.208,0.844,0.557,0.588,0.027,0.792,24.92,65.123,64.351,143.704,30.453,0.438,65.71,0.156,0.331,0.341,0.302,4.0,4.0,2.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
238,-555,-304,-477,-752,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.63,0.462,0.413,0.118,0.568,2.191,0.215,0.61,0.438,0.151,0.472,0.785,0.39,0.562,0.849,0.528,34.438,89.588,68.439,22.289,69.208,0.377,56.793,0.151,0.239,0.249,0.522,5.0,5.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
239,-603,-97,-226,-839,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.599,0.327,0.385,0.093,0.787,2.191,0.204,0.432,0.408,0.118,0.655,0.796,0.568,0.592,0.882,0.345,32.734,63.484,63.705,17.501,95.995,0.364,54.684,0.118,0.275,0.286,0.441,5.0,5.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
240,-975,197,352,-565,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.357,0.136,0.2,0.513,0.985,2.191,0.122,0.18,0.212,0.655,0.82,0.878,0.82,0.788,0.345,0.18,19.522,26.408,33.149,96.808,120.087,0.398,59.195,0.122,0.367,0.376,0.522,5.0,4.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
241,-604,-475,-390,-17,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.598,0.573,0.246,0.628,0.146,2.191,0.204,0.757,0.26,0.802,0.122,0.796,0.243,0.74,0.198,0.878,32.698,111.153,40.68,118.537,17.852,0.429,64.184,0.122,0.349,0.357,0.372,5.0,3.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
242,-977,381,-252,-936,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.356,0.017,0.712,0.273,0.833,2.191,0.121,0.022,0.755,0.349,0.694,0.879,0.978,0.245,0.651,0.306,19.451,3.204,117.933,51.507,101.622,0.388,58.743,0.022,0.424,0.42,0.636,5.0,3.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
243,-926,1,-99,-889,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.389,0.264,0.366,0.27,0.902,2.191,0.133,0.348,0.388,0.345,0.751,0.867,0.652,0.612,0.655,0.249,21.262,51.125,60.585,51.016,110.022,0.393,58.802,0.133,0.255,0.26,0.479,5.0,4.0,1.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
244,-616,-294,-986,-791,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.591,0.455,0.751,0.132,0.262,2.191,0.201,0.601,0.796,0.169,0.218,0.799,0.399,0.204,0.831,0.782,32.272,88.327,124.281,24.99,31.959,0.397,60.366,0.169,0.338,0.333,0.672,5.0,4.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
245,-997,-427,-548,-911,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.343,0.542,0.38,0.302,0.625,2.191,0.117,0.715,0.402,0.386,0.52,0.883,0.285,0.598,0.614,0.48,18.741,105.1,62.844,57.032,76.182,0.428,63.98,0.117,0.24,0.249,0.721,5.0,4.0,1.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
246,-583,-54,-181,-47,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.612,0.299,0.384,0.594,0.302,2.191,0.209,0.395,0.407,0.76,0.251,0.791,0.605,0.593,0.24,0.749,33.444,58.061,63.49,112.276,36.794,0.404,60.813,0.209,0.243,0.249,0.216,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
247,-583,-134,124,-799,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.612,0.351,0.133,0.106,0.989,2.191,0.209,0.464,0.141,0.135,0.823,0.791,0.536,0.859,0.865,0.177,33.444,68.15,22.066,19.957,120.563,0.354,52.836,0.135,0.374,0.383,0.41,5.0,4.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
248,-612,-163,-532,-17,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.593,0.37,0.541,0.633,0.054,2.191,0.202,0.489,0.573,0.809,0.045,0.798,0.511,0.427,0.191,0.955,32.414,71.807,89.528,119.519,6.599,0.424,63.973,0.045,0.354,0.359,0.331,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
249,-580,-62,-74,-137,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.614,0.304,0.309,0.534,0.43,2.191,0.209,0.402,0.327,0.683,0.358,0.791,0.598,0.673,0.317,0.642,33.55,59.07,51.117,100.859,52.406,0.396,59.4,0.209,0.192,0.206,0.213,5.0,4.0,1.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
250,-378,402,-495,-319,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.745,0.003,0.884,0.284,0.274,2.191,0.254,0.004,0.937,0.364,0.228,0.746,0.996,0.063,0.636,0.772,40.724,0.556,146.337,53.717,33.465,0.357,54.96,0.004,0.454,0.448,0.398,4.0,4.0,3.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
251,-577,-119,-539,-519,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.616,0.342,0.574,0.284,0.376,2.191,0.21,0.451,0.608,0.363,0.313,0.79,0.549,0.392,0.637,0.687,33.657,66.258,95.015,53.594,45.828,0.389,58.871,0.21,0.195,0.192,0.438,5.0,5.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
252,10,-423,-2,-74,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.998,0.539,0.027,0.191,0.436,2.191,0.34,0.712,0.029,0.245,0.363,0.66,0.288,0.971,0.755,0.637,54.504,104.595,4.529,36.162,53.119,0.338,50.582,0.029,0.346,0.352,0.127,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
253,-616,-108,14,-187,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.591,0.334,0.222,0.525,0.52,2.191,0.201,0.442,0.235,0.671,0.432,0.799,0.558,0.765,0.329,0.568,32.272,64.871,36.699,99.14,63.343,0.396,59.265,0.201,0.219,0.231,0.231,5.0,5.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
254,-524,-456,-296,-465,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.65,0.561,0.197,0.284,0.499,2.191,0.222,0.74,0.209,0.364,0.415,0.778,0.26,0.791,0.636,0.585,35.539,108.757,32.611,53.717,60.807,0.39,58.286,0.209,0.244,0.258,0.435,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
255,-555,-397,30,-137,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.63,0.522,0.023,0.518,0.497,2.191,0.215,0.69,0.025,0.662,0.414,0.785,0.31,0.975,0.338,0.586,34.438,101.316,3.883,97.79,60.648,0.401,59.615,0.025,0.347,0.354,0.28,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
256,-530,-14,-483,-472,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.647,0.273,0.606,0.284,0.382,2.191,0.22,0.361,0.642,0.363,0.318,0.78,0.639,0.358,0.637,0.682,35.326,53.017,100.287,53.594,46.542,0.381,57.753,0.22,0.19,0.187,0.375,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
257,-999,196,-318,-537,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.342,0.137,0.635,0.546,0.531,2.191,0.117,0.181,0.673,0.698,0.442,0.883,0.819,0.327,0.302,0.558,18.67,26.534,105.129,103.191,64.769,0.422,63.659,0.117,0.314,0.314,0.513,5.0,3.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
258,-572,-87,-576,-584,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.619,0.321,0.619,0.238,0.394,2.191,0.211,0.424,0.656,0.305,0.328,0.789,0.576,0.344,0.695,0.672,33.835,62.223,102.439,45.001,48.047,0.385,58.309,0.211,0.212,0.21,0.455,5.0,4.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
259,-936,-59,133,-465,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.383,0.303,0.176,0.552,0.778,2.191,0.13,0.4,0.187,0.706,0.647,0.87,0.6,0.813,0.294,0.353,20.907,58.692,29.168,104.296,94.806,0.414,61.574,0.13,0.302,0.311,0.398,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
260,-970,348,317,-953,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.361,0.038,0.321,0.257,1.214,2.191,0.123,0.05,0.34,0.329,1.011,0.877,0.95,0.66,0.671,0.011,19.7,7.366,53.161,48.561,148.063,0.371,55.37,0.05,0.455,0.462,0.647,4.0,4.0,3.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
261,-865,-301,-23,-72,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.429,0.46,0.12,0.762,0.421,2.191,0.146,0.607,0.128,0.973,0.35,0.854,0.393,0.872,0.027,0.65,23.429,89.21,19.915,143.826,51.297,0.441,65.535,0.128,0.383,0.391,0.315,4.0,4.0,2.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
262,-603,-156,-129,-10,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.599,0.366,0.283,0.632,0.312,2.191,0.204,0.483,0.3,0.807,0.259,0.796,0.517,0.7,0.193,0.741,32.734,70.924,46.921,119.273,37.982,0.411,61.567,0.204,0.268,0.278,0.224,5.0,4.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
263,-982,-185,-40,-705,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.353,0.384,0.207,0.426,0.821,2.191,0.12,0.508,0.219,0.545,0.683,0.88,0.492,0.781,0.455,0.317,19.273,74.581,34.225,80.48,100.116,0.415,61.735,0.12,0.269,0.28,0.478,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
264,-992,344,-439,-953,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.346,0.041,0.81,0.271,0.723,2.191,0.118,0.054,0.858,0.347,0.602,0.882,0.946,0.142,0.653,0.398,18.918,7.87,134.072,51.262,88.149,0.396,60.054,0.054,0.428,0.423,0.682,5.0,4.0,2.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
265,-997,-388,-406,-384,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.343,0.516,0.313,0.645,0.375,2.191,0.117,0.682,0.331,0.824,0.312,0.883,0.318,0.669,0.176,0.688,18.741,100.181,51.762,121.729,45.67,0.453,67.617,0.117,0.308,0.315,0.544,5.0,3.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
266,-579,107,-603,-402,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.615,0.195,0.763,0.361,0.258,2.191,0.21,0.257,0.808,0.462,0.215,0.79,0.743,0.192,0.538,0.785,33.586,37.758,126.217,68.203,31.484,0.39,59.45,0.21,0.302,0.296,0.423,5.0,4.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
267,-596,-79,-588,-785,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.604,0.316,0.632,0.123,0.517,2.191,0.206,0.417,0.67,0.158,0.43,0.794,0.583,0.33,0.842,0.57,32.982,61.214,104.591,23.271,63.026,0.376,57.017,0.158,0.27,0.266,0.512,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
268,-544,290,-481,-31,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.637,0.076,0.802,0.58,0.096,2.191,0.217,0.1,0.85,0.741,0.08,0.783,0.9,0.15,0.259,0.92,34.829,14.68,132.78,109.452,11.75,0.398,60.698,0.08,0.444,0.439,0.336,5.0,3.0,3.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
269,-847,2,-265,-405,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.44,0.263,0.475,0.533,0.48,2.191,0.15,0.347,0.503,0.682,0.399,0.85,0.653,0.497,0.318,0.601,24.068,50.999,78.553,100.736,58.509,0.416,62.573,0.15,0.231,0.234,0.38,5.0,4.0,1.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
270,-889,380,-495,-280,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.413,0.017,0.87,0.642,0.249,2.191,0.141,0.023,0.922,0.821,0.207,0.859,0.977,0.078,0.179,0.793,22.576,3.331,143.97,121.238,30.374,0.423,64.298,0.023,0.473,0.469,0.511,4.0,3.0,3.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
271,-533,-310,-341,-590,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.645,0.466,0.321,0.209,0.551,2.191,0.22,0.615,0.34,0.267,0.458,0.78,0.385,0.66,0.733,0.542,35.22,90.345,53.161,39.476,67.147,0.38,57.07,0.22,0.193,0.207,0.444,5.0,5.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
272,-721,-21,-485,-57,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.522,0.278,0.603,0.678,0.111,2.191,0.178,0.367,0.639,0.866,0.092,0.822,0.633,0.361,0.134,0.908,28.543,53.9,99.749,127.99,13.493,0.428,64.735,0.092,0.371,0.375,0.321,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
273,-412,-69,-583,-191,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.723,0.309,0.635,0.39,0.134,2.191,0.247,0.408,0.673,0.498,0.112,0.753,0.592,0.327,0.502,0.888,39.517,59.953,105.129,73.605,16.347,0.388,58.91,0.112,0.287,0.284,0.314,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
274,-857,378,-545,-735,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.434,0.018,0.901,0.325,0.512,2.191,0.148,0.024,0.955,0.416,0.426,0.852,0.976,0.045,0.584,0.574,23.713,3.583,149.135,61.451,62.471,0.394,60.071,0.024,0.439,0.434,0.629,4.0,4.0,2.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
275,-584,-395,-562,0,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.611,0.521,0.41,0.626,0.024,2.191,0.208,0.688,0.434,0.8,0.02,0.792,0.312,0.566,0.2,0.98,33.408,101.064,67.794,118.169,2.874,0.43,64.662,0.02,0.369,0.38,0.385,5.0,3.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
276,-821,-486,-329,-41,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.457,0.58,0.199,0.753,0.202,2.191,0.156,0.766,0.211,0.963,0.168,0.844,0.234,0.789,0.037,0.832,24.991,112.54,32.933,142.231,24.589,0.453,67.457,0.156,0.383,0.391,0.419,4.0,3.0,3.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
277,-938,4,-502,-344,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.381,0.262,0.63,0.632,0.286,2.191,0.13,0.345,0.668,0.808,0.238,0.87,0.655,0.332,0.192,0.762,20.836,50.747,104.268,119.396,34.891,0.438,66.028,0.13,0.323,0.326,0.447,5.0,3.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
278,-505,-301,-216,-480,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.663,0.46,0.246,0.262,0.56,2.191,0.226,0.607,0.26,0.335,0.467,0.774,0.393,0.74,0.665,0.533,36.214,89.21,40.68,49.543,68.336,0.379,56.797,0.226,0.188,0.204,0.376,5.0,5.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
279,-611,-48,-479,-72,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.594,0.295,0.581,0.596,0.124,2.191,0.202,0.39,0.616,0.762,0.103,0.798,0.61,0.384,0.238,0.897,32.449,57.305,96.199,112.644,15.158,0.415,62.751,0.103,0.33,0.334,0.302,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
280,-520,-8,-552,-383,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.653,0.269,0.655,0.335,0.279,2.191,0.223,0.356,0.694,0.428,0.232,0.777,0.644,0.306,0.572,0.768,35.681,52.26,108.357,63.293,34.02,0.387,58.722,0.223,0.24,0.236,0.366,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
281,-960,68,228,-479,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.367,0.22,0.197,0.559,0.848,2.191,0.125,0.291,0.209,0.714,0.706,0.875,0.709,0.791,0.286,0.294,20.055,42.676,32.611,105.524,103.444,0.409,60.862,0.125,0.318,0.328,0.434,5.0,3.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
282,-533,-689,-279,-130,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.645,0.712,0.035,0.508,0.292,2.191,0.22,0.94,0.037,0.649,0.243,0.78,0.06,0.963,0.351,0.757,35.22,138.14,5.712,95.948,35.605,0.418,62.125,0.037,0.419,0.428,0.408,5.0,4.0,3.0,4.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
283,-892,3,-7,-533,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.411,0.262,0.308,0.479,0.731,2.191,0.14,0.346,0.326,0.613,0.608,0.86,0.654,0.674,0.387,0.392,22.47,50.873,50.902,90.547,89.1,0.407,60.778,0.14,0.23,0.241,0.359,5.0,5.0,1.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
284,-249,-393,-455,-273,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.829,0.52,0.341,0.23,0.271,2.191,0.283,0.686,0.362,0.295,0.225,0.717,0.314,0.638,0.705,0.775,45.306,100.812,56.496,43.528,32.989,0.37,55.826,0.225,0.213,0.216,0.342,5.0,4.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
285,-939,163,31,-513,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.381,0.158,0.387,0.523,0.742,2.191,0.13,0.209,0.41,0.669,0.618,0.87,0.791,0.59,0.331,0.382,20.8,30.696,64.028,98.772,90.526,0.407,60.965,0.13,0.283,0.292,0.412,5.0,5.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
286,-927,-395,-232,-733,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.388,0.521,0.195,0.372,0.715,2.191,0.132,0.688,0.207,0.476,0.595,0.868,0.312,0.793,0.524,0.405,21.227,101.064,32.288,70.29,87.119,0.42,62.397,0.132,0.275,0.286,0.572,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
287,-933,-387,-232,-968,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.385,0.516,0.2,0.223,0.867,2.191,0.131,0.681,0.212,0.285,0.722,0.869,0.319,0.788,0.715,0.278,21.014,100.055,33.149,42.177,105.743,0.406,60.427,0.131,0.313,0.325,0.63,5.0,3.0,3.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
288,-593,-44,-459,-551,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.606,0.293,0.571,0.273,0.449,2.191,0.206,0.387,0.605,0.349,0.373,0.794,0.613,0.395,0.651,0.627,33.089,56.8,94.477,51.63,54.704,0.384,58.14,0.206,0.176,0.174,0.412,5.0,5.0,1.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
